# Observable End terrain around two small outer islands.
# Seed: 2714024796 (signed -1580942500).
# Format: X Y Z 1=end-stone, 0=air.
-1010 65 -903 0
-1010 66 -903 0
-1010 67 -903 0
-1010 68 -903 0
-1010 69 -903 0
-1010 70 -903 0
-1010 71 -903 0
-1010 72 -903 0
-1009 64 -903 0
-1009 65 -903 0
-1009 66 -903 0
-1009 67 -903 0
-1009 68 -903 0
-1009 69 -903 0
-1009 70 -903 0
-1009 71 -903 0
-1009 72 -903 0
-1008 64 -903 0
-1008 65 -903 0
-1008 66 -903 0
-1008 67 -903 0
-1008 68 -903 0
-1008 69 -903 0
-1008 70 -903 0
-1008 71 -903 0
-1008 72 -903 0
-1020 64 -902 0
-1020 65 -902 0
-1020 66 -902 0
-1020 67 -902 0
-1020 68 -902 0
-1020 69 -902 0
-1020 70 -902 0
-1020 71 -902 0
-1020 72 -902 0
-1019 64 -902 0
-1019 65 -902 0
-1019 66 -902 0
-1019 67 -902 0
-1019 68 -902 0
-1019 69 -902 0
-1019 70 -902 0
-1019 71 -902 0
-1019 72 -902 0
-1018 64 -902 0
-1018 65 -902 0
-1018 66 -902 0
-1018 67 -902 0
-1018 68 -902 0
-1018 69 -902 0
-1018 70 -902 0
-1018 71 -902 0
-1018 72 -902 0
-1017 64 -902 0
-1017 65 -902 0
-1017 66 -902 0
-1017 67 -902 0
-1017 68 -902 0
-1017 69 -902 0
-1017 70 -902 0
-1017 71 -902 0
-1017 72 -902 0
-1016 64 -902 0
-1016 65 -902 0
-1016 66 -902 0
-1016 67 -902 0
-1016 68 -902 0
-1016 69 -902 0
-1016 70 -902 0
-1016 71 -902 0
-1016 72 -902 0
-1015 64 -902 0
-1015 65 -902 0
-1015 66 -902 0
-1015 67 -902 0
-1015 68 -902 0
-1015 69 -902 0
-1015 70 -902 0
-1015 71 -902 0
-1015 72 -902 0
-1014 64 -902 0
-1014 65 -902 0
-1014 66 -902 0
-1014 67 -902 0
-1014 68 -902 0
-1014 69 -902 0
-1014 70 -902 0
-1014 71 -902 0
-1014 72 -902 0
-1013 64 -902 0
-1013 65 -902 0
-1013 66 -902 0
-1013 67 -902 0
-1013 68 -902 0
-1013 69 -902 0
-1013 70 -902 0
-1013 71 -902 0
-1013 72 -902 0
-1012 64 -902 0
-1012 65 -902 0
-1012 66 -902 0
-1012 67 -902 0
-1012 68 -902 0
-1012 69 -902 0
-1012 70 -902 0
-1012 71 -902 0
-1012 72 -902 0
-1011 64 -902 0
-1011 65 -902 0
-1011 66 -902 0
-1011 67 -902 0
-1011 68 -902 0
-1011 69 -902 0
-1011 70 -902 0
-1011 71 -902 0
-1011 72 -902 0
-1010 64 -902 0
-1010 65 -902 0
-1010 66 -902 0
-1010 67 -902 0
-1010 68 -902 0
-1010 69 -902 0
-1010 70 -902 0
-1010 71 -902 0
-1010 72 -902 0
-1009 64 -902 0
-1009 65 -902 0
-1009 66 -902 0
-1009 67 -902 0
-1009 68 -902 0
-1009 69 -902 0
-1009 70 -902 0
-1009 71 -902 0
-1009 72 -902 0
-1008 64 -902 0
-1008 65 -902 0
-1008 66 -902 0
-1008 67 -902 0
-1008 68 -902 0
-1008 69 -902 0
-1008 70 -902 0
-1008 71 -902 0
-1008 72 -902 0
-1020 64 -901 0
-1020 65 -901 0
-1020 66 -901 0
-1020 67 -901 0
-1020 68 -901 0
-1020 69 -901 0
-1020 70 -901 0
-1020 71 -901 0
-1020 72 -901 0
-1019 64 -901 0
-1019 65 -901 0
-1019 66 -901 0
-1019 67 -901 0
-1019 68 -901 0
-1019 69 -901 0
-1019 70 -901 0
-1019 71 -901 0
-1019 72 -901 0
-1018 64 -901 0
-1018 65 -901 0
-1018 66 -901 0
-1018 67 -901 0
-1018 68 -901 0
-1018 69 -901 0
-1018 70 -901 0
-1018 71 -901 0
-1018 72 -901 0
-1017 64 -901 0
-1017 65 -901 0
-1017 66 -901 0
-1017 67 -901 0
-1017 68 -901 0
-1017 69 -901 0
-1017 70 -901 1
-1017 71 -901 0
-1017 72 -901 0
-1016 64 -901 0
-1016 65 -901 0
-1016 66 -901 0
-1016 67 -901 0
-1016 68 -901 0
-1016 69 -901 1
-1016 70 -901 1
-1016 71 -901 0
-1016 72 -901 0
-1015 64 -901 0
-1015 65 -901 0
-1015 66 -901 0
-1015 67 -901 0
-1015 68 -901 0
-1015 69 -901 1
-1015 70 -901 1
-1015 71 -901 0
-1015 72 -901 0
-1014 64 -901 0
-1014 65 -901 0
-1014 66 -901 0
-1014 67 -901 0
-1014 68 -901 0
-1014 69 -901 1
-1014 70 -901 1
-1014 71 -901 0
-1014 72 -901 0
-1013 64 -901 0
-1013 65 -901 0
-1013 66 -901 0
-1013 67 -901 0
-1013 68 -901 0
-1013 69 -901 1
-1013 70 -901 1
-1013 71 -901 0
-1013 72 -901 0
-1012 64 -901 0
-1012 65 -901 0
-1012 66 -901 0
-1012 67 -901 0
-1012 68 -901 0
-1012 69 -901 1
-1012 70 -901 1
-1012 71 -901 0
-1012 72 -901 0
-1011 64 -901 0
-1011 65 -901 0
-1011 66 -901 0
-1011 67 -901 0
-1011 68 -901 0
-1011 69 -901 0
-1011 70 -901 1
-1011 71 -901 0
-1011 72 -901 0
-1010 64 -901 0
-1010 65 -901 0
-1010 66 -901 0
-1010 67 -901 0
-1010 68 -901 0
-1010 69 -901 0
-1010 70 -901 0
-1010 71 -901 0
-1010 72 -901 0
-1009 64 -901 0
-1009 65 -901 0
-1009 66 -901 0
-1009 67 -901 0
-1009 68 -901 0
-1009 69 -901 0
-1009 70 -901 0
-1009 71 -901 0
-1009 72 -901 0
-1008 64 -901 0
-1008 65 -901 0
-1008 66 -901 0
-1008 67 -901 0
-1008 68 -901 0
-1008 69 -901 0
-1008 70 -901 0
-1008 71 -901 0
-1008 72 -901 0
-1020 64 -900 0
-1020 65 -900 0
-1020 66 -900 0
-1020 67 -900 0
-1020 68 -900 0
-1020 69 -900 0
-1020 70 -900 0
-1020 71 -900 0
-1020 72 -900 0
-1019 64 -900 0
-1019 65 -900 0
-1019 66 -900 0
-1019 67 -900 0
-1019 68 -900 0
-1019 69 -900 0
-1019 70 -900 0
-1019 71 -900 0
-1019 72 -900 0
-1018 64 -900 0
-1018 65 -900 0
-1018 66 -900 0
-1018 67 -900 0
-1018 68 -900 0
-1018 69 -900 0
-1018 70 -900 1
-1018 71 -900 0
-1018 72 -900 0
-1017 64 -900 0
-1017 65 -900 0
-1017 66 -900 0
-1017 67 -900 0
-1017 68 -900 0
-1017 69 -900 1
-1017 70 -900 1
-1017 71 -900 0
-1017 72 -900 0
-1016 64 -900 0
-1016 65 -900 0
-1016 66 -900 0
-1016 67 -900 0
-1016 68 -900 0
-1016 69 -900 1
-1016 70 -900 1
-1016 71 -900 0
-1016 72 -900 0
-1015 64 -900 0
-1015 65 -900 0
-1015 66 -900 0
-1015 67 -900 0
-1015 68 -900 0
-1015 69 -900 1
-1015 70 -900 1
-1015 71 -900 0
-1015 72 -900 0
-1014 64 -900 0
-1014 65 -900 0
-1014 66 -900 0
-1014 67 -900 0
-1014 68 -900 0
-1014 69 -900 1
-1014 70 -900 1
-1014 71 -900 0
-1014 72 -900 0
-1013 64 -900 0
-1013 65 -900 0
-1013 66 -900 0
-1013 67 -900 0
-1013 68 -900 0
-1013 69 -900 1
-1013 70 -900 1
-1013 71 -900 0
-1013 72 -900 0
-1012 64 -900 0
-1012 65 -900 0
-1012 66 -900 0
-1012 67 -900 0
-1012 68 -900 0
-1012 69 -900 1
-1012 70 -900 1
-1012 71 -900 0
-1012 72 -900 0
-1011 64 -900 0
-1011 65 -900 0
-1011 66 -900 0
-1011 67 -900 0
-1011 68 -900 0
-1011 69 -900 1
-1011 70 -900 1
-1011 71 -900 0
-1011 72 -900 0
-1010 64 -900 0
-1010 65 -900 0
-1010 66 -900 0
-1010 67 -900 0
-1010 68 -900 0
-1010 69 -900 0
-1010 70 -900 1
-1010 71 -900 0
-1010 72 -900 0
-1009 64 -900 0
-1009 65 -900 0
-1009 66 -900 0
-1009 67 -900 0
-1009 68 -900 0
-1009 69 -900 0
-1009 70 -900 0
-1009 71 -900 0
-1009 72 -900 0
-1008 64 -900 0
-1008 65 -900 0
-1008 66 -900 0
-1008 67 -900 0
-1008 68 -900 0
-1008 69 -900 0
-1008 70 -900 0
-1008 71 -900 0
-1008 72 -900 0
-1020 64 -899 0
-1020 65 -899 0
-1020 66 -899 0
-1020 67 -899 0
-1020 68 -899 0
-1020 69 -899 0
-1020 70 -899 0
-1020 71 -899 0
-1020 72 -899 0
-1019 64 -899 0
-1019 65 -899 0
-1019 66 -899 0
-1019 67 -899 0
-1019 68 -899 0
-1019 69 -899 0
-1019 70 -899 0
-1019 71 -899 0
-1019 72 -899 0
-1018 64 -899 0
-1018 65 -899 0
-1018 66 -899 0
-1018 67 -899 0
-1018 68 -899 0
-1018 69 -899 1
-1018 70 -899 1
-1018 71 -899 0
-1018 72 -899 0
-1017 64 -899 0
-1017 65 -899 0
-1017 66 -899 0
-1017 67 -899 0
-1017 68 -899 0
-1017 69 -899 1
-1017 70 -899 1
-1017 71 -899 0
-1017 72 -899 0
-1016 64 -899 0
-1016 65 -899 0
-1016 66 -899 0
-1016 67 -899 0
-1016 68 -899 1
-1016 69 -899 1
-1016 70 -899 1
-1016 71 -899 0
-1016 72 -899 0
-1015 64 -899 0
-1015 65 -899 0
-1015 66 -899 0
-1015 67 -899 0
-1015 68 -899 1
-1015 69 -899 1
-1015 70 -899 1
-1015 71 -899 0
-1015 72 -899 0
-1014 64 -899 0
-1014 65 -899 0
-1014 66 -899 0
-1014 67 -899 0
-1014 68 -899 1
-1014 69 -899 1
-1014 70 -899 1
-1014 71 -899 0
-1014 72 -899 0
-1013 64 -899 0
-1013 65 -899 0
-1013 66 -899 0
-1013 67 -899 0
-1013 68 -899 1
-1013 69 -899 1
-1013 70 -899 1
-1013 71 -899 0
-1013 72 -899 0
-1012 64 -899 0
-1012 65 -899 0
-1012 66 -899 0
-1012 67 -899 0
-1012 68 -899 1
-1012 69 -899 1
-1012 70 -899 1
-1012 71 -899 0
-1012 72 -899 0
-1011 64 -899 0
-1011 65 -899 0
-1011 66 -899 0
-1011 67 -899 0
-1011 68 -899 0
-1011 69 -899 1
-1011 70 -899 1
-1011 71 -899 0
-1011 72 -899 0
-1010 64 -899 0
-1010 65 -899 0
-1010 66 -899 0
-1010 67 -899 0
-1010 68 -899 0
-1010 69 -899 1
-1010 70 -899 1
-1010 71 -899 0
-1010 72 -899 0
-1009 64 -899 0
-1009 65 -899 0
-1009 66 -899 0
-1009 67 -899 0
-1009 68 -899 0
-1009 69 -899 0
-1009 70 -899 0
-1009 71 -899 0
-1009 72 -899 0
-1008 64 -899 0
-1008 65 -899 0
-1008 66 -899 0
-1008 67 -899 0
-1008 68 -899 0
-1008 69 -899 0
-1008 70 -899 0
-1008 71 -899 0
-1008 72 -899 0
-1020 64 -898 0
-1020 65 -898 0
-1020 66 -898 0
-1020 67 -898 0
-1020 68 -898 0
-1020 69 -898 0
-1020 70 -898 0
-1020 71 -898 0
-1020 72 -898 0
-1019 64 -898 0
-1019 65 -898 0
-1019 66 -898 0
-1019 67 -898 0
-1019 68 -898 0
-1019 69 -898 0
-1019 70 -898 0
-1019 71 -898 0
-1019 72 -898 0
-1018 64 -898 0
-1018 65 -898 0
-1018 66 -898 0
-1018 67 -898 0
-1018 68 -898 0
-1018 69 -898 1
-1018 70 -898 1
-1018 71 -898 0
-1018 72 -898 0
-1017 64 -898 0
-1017 65 -898 0
-1017 66 -898 0
-1017 67 -898 0
-1017 68 -898 0
-1017 69 -898 1
-1017 70 -898 1
-1017 71 -898 0
-1017 72 -898 0
-1016 64 -898 0
-1016 65 -898 0
-1016 66 -898 0
-1016 67 -898 0
-1016 68 -898 1
-1016 69 -898 1
-1016 70 -898 1
-1016 71 -898 0
-1016 72 -898 0
-1015 64 -898 0
-1015 65 -898 0
-1015 66 -898 0
-1015 67 -898 0
-1015 68 -898 1
-1015 69 -898 1
-1015 70 -898 1
-1015 71 -898 0
-1015 72 -898 0
-1014 64 -898 0
-1014 65 -898 0
-1014 66 -898 0
-1014 67 -898 0
-1014 68 -898 1
-1014 69 -898 1
-1014 70 -898 1
-1014 71 -898 0
-1014 72 -898 0
-1013 64 -898 0
-1013 65 -898 0
-1013 66 -898 0
-1013 67 -898 0
-1013 68 -898 1
-1013 69 -898 1
-1013 70 -898 1
-1013 71 -898 0
-1013 72 -898 0
-1012 64 -898 0
-1012 65 -898 0
-1012 66 -898 0
-1012 67 -898 0
-1012 68 -898 1
-1012 69 -898 1
-1012 70 -898 1
-1012 71 -898 0
-1012 72 -898 0
-1011 64 -898 0
-1011 65 -898 0
-1011 66 -898 0
-1011 67 -898 0
-1011 68 -898 0
-1011 69 -898 1
-1011 70 -898 1
-1011 71 -898 0
-1011 72 -898 0
-1010 64 -898 0
-1010 65 -898 0
-1010 66 -898 0
-1010 67 -898 0
-1010 68 -898 0
-1010 69 -898 1
-1010 70 -898 1
-1010 71 -898 0
-1010 72 -898 0
-1009 64 -898 0
-1009 65 -898 0
-1009 66 -898 0
-1009 67 -898 0
-1009 68 -898 0
-1009 69 -898 0
-1009 70 -898 0
-1009 71 -898 0
-1009 72 -898 0
-1008 64 -898 0
-1008 65 -898 0
-1008 66 -898 0
-1008 67 -898 0
-1008 68 -898 0
-1008 69 -898 0
-1008 70 -898 0
-1008 71 -898 0
-1008 72 -898 0
-1020 64 -897 0
-1020 65 -897 0
-1020 66 -897 0
-1020 67 -897 0
-1020 68 -897 0
-1020 69 -897 0
-1020 70 -897 0
-1020 71 -897 0
-1020 72 -897 0
-1019 64 -897 0
-1019 65 -897 0
-1019 66 -897 0
-1019 67 -897 0
-1019 68 -897 0
-1019 69 -897 0
-1019 70 -897 0
-1019 71 -897 0
-1019 72 -897 0
-1018 64 -897 0
-1018 65 -897 0
-1018 66 -897 0
-1018 67 -897 0
-1018 68 -897 0
-1018 69 -897 1
-1018 70 -897 1
-1018 71 -897 0
-1018 72 -897 0
-1017 64 -897 0
-1017 65 -897 0
-1017 66 -897 0
-1017 67 -897 0
-1017 68 -897 0
-1017 69 -897 1
-1017 70 -897 1
-1017 71 -897 0
-1017 72 -897 0
-1016 64 -897 0
-1016 65 -897 0
-1016 66 -897 0
-1016 67 -897 0
-1016 68 -897 1
-1016 69 -897 1
-1016 70 -897 1
-1016 71 -897 0
-1016 72 -897 0
-1015 64 -897 0
-1015 65 -897 0
-1015 66 -897 0
-1015 67 -897 0
-1015 68 -897 1
-1015 69 -897 1
-1015 70 -897 1
-1015 71 -897 0
-1015 72 -897 0
-1014 64 -897 0
-1014 65 -897 0
-1014 66 -897 0
-1014 67 -897 0
-1014 68 -897 1
-1014 69 -897 1
-1014 70 -897 1
-1014 71 -897 0
-1014 72 -897 0
-1013 64 -897 0
-1013 65 -897 0
-1013 66 -897 0
-1013 67 -897 0
-1013 68 -897 1
-1013 69 -897 1
-1013 70 -897 1
-1013 71 -897 0
-1013 72 -897 0
-1012 64 -897 0
-1012 65 -897 0
-1012 66 -897 0
-1012 67 -897 0
-1012 68 -897 1
-1012 69 -897 1
-1012 70 -897 1
-1012 71 -897 0
-1012 72 -897 0
-1011 64 -897 0
-1011 65 -897 0
-1011 66 -897 0
-1011 67 -897 0
-1011 68 -897 0
-1011 69 -897 1
-1011 70 -897 1
-1011 71 -897 0
-1011 72 -897 0
-1010 64 -897 0
-1010 65 -897 0
-1010 66 -897 0
-1010 67 -897 0
-1010 68 -897 0
-1010 69 -897 1
-1010 70 -897 1
-1010 71 -897 0
-1010 72 -897 0
-1009 64 -897 0
-1009 65 -897 0
-1009 66 -897 0
-1009 67 -897 0
-1009 68 -897 0
-1009 69 -897 0
-1009 70 -897 0
-1009 71 -897 0
-1009 72 -897 0
-1008 64 -897 0
-1008 65 -897 0
-1008 66 -897 0
-1008 67 -897 0
-1008 68 -897 0
-1008 69 -897 0
-1008 70 -897 0
-1008 71 -897 0
-1008 72 -897 0
-1020 64 -896 0
-1020 65 -896 0
-1020 66 -896 0
-1020 67 -896 0
-1020 68 -896 0
-1020 69 -896 0
-1020 70 -896 0
-1020 71 -896 0
-1020 72 -896 0
-1019 64 -896 0
-1019 65 -896 0
-1019 66 -896 0
-1019 67 -896 0
-1019 68 -896 0
-1019 69 -896 0
-1019 70 -896 0
-1019 71 -896 0
-1019 72 -896 0
-1018 64 -896 0
-1018 65 -896 0
-1018 66 -896 0
-1018 67 -896 0
-1018 68 -896 0
-1018 69 -896 1
-1018 70 -896 1
-1018 71 -896 0
-1018 72 -896 0
-1017 64 -896 0
-1017 65 -896 0
-1017 66 -896 0
-1017 67 -896 0
-1017 68 -896 0
-1017 69 -896 1
-1017 70 -896 1
-1017 71 -896 0
-1017 72 -896 0
-1016 64 -896 0
-1016 65 -896 0
-1016 66 -896 0
-1016 67 -896 0
-1016 68 -896 1
-1016 69 -896 1
-1016 70 -896 1
-1016 71 -896 0
-1016 72 -896 0
-1015 64 -896 0
-1015 65 -896 0
-1015 66 -896 0
-1015 67 -896 0
-1015 68 -896 1
-1015 69 -896 1
-1015 70 -896 1
-1015 71 -896 0
-1015 72 -896 0
-1014 64 -896 0
-1014 65 -896 0
-1014 66 -896 0
-1014 67 -896 0
-1014 68 -896 1
-1014 69 -896 1
-1014 70 -896 1
-1014 71 -896 0
-1014 72 -896 0
-1013 64 -896 0
-1013 65 -896 0
-1013 66 -896 0
-1013 67 -896 0
-1013 68 -896 1
-1013 69 -896 1
-1013 70 -896 1
-1013 71 -896 0
-1013 72 -896 0
-1012 64 -896 0
-1012 65 -896 0
-1012 66 -896 0
-1012 67 -896 0
-1012 68 -896 1
-1012 69 -896 1
-1012 70 -896 1
-1012 71 -896 0
-1012 72 -896 0
-1011 64 -896 0
-1011 65 -896 0
-1011 66 -896 0
-1011 67 -896 0
-1011 68 -896 0
-1011 69 -896 1
-1011 70 -896 1
-1011 71 -896 0
-1011 72 -896 0
-1010 64 -896 0
-1010 65 -896 0
-1010 66 -896 0
-1010 67 -896 0
-1010 68 -896 0
-1010 69 -896 1
-1010 70 -896 1
-1010 71 -896 0
-1010 72 -896 0
-1009 64 -896 0
-1009 65 -896 0
-1009 66 -896 0
-1009 67 -896 0
-1009 68 -896 0
-1009 69 -896 0
-1009 70 -896 0
-1009 71 -896 0
-1009 72 -896 0
-1008 64 -896 0
-1008 65 -896 0
-1008 66 -896 0
-1008 67 -896 0
-1008 68 -896 0
-1008 69 -896 0
-1008 70 -896 0
-1008 71 -896 0
-1008 72 -896 0
-1020 64 -895 0
-1020 65 -895 0
-1020 66 -895 0
-1020 67 -895 0
-1020 68 -895 0
-1020 69 -895 0
-1020 70 -895 0
-1020 71 -895 0
-1020 72 -895 0
-1019 64 -895 0
-1019 65 -895 0
-1019 66 -895 0
-1019 67 -895 0
-1019 68 -895 0
-1019 69 -895 0
-1019 70 -895 0
-1019 71 -895 0
-1019 72 -895 0
-1018 64 -895 0
-1018 65 -895 0
-1018 66 -895 0
-1018 67 -895 0
-1018 68 -895 0
-1018 69 -895 1
-1018 70 -895 1
-1018 71 -895 0
-1018 72 -895 0
-1017 64 -895 0
-1017 65 -895 0
-1017 66 -895 0
-1017 67 -895 0
-1017 68 -895 0
-1017 69 -895 1
-1017 70 -895 1
-1017 71 -895 0
-1017 72 -895 0
-1016 64 -895 0
-1016 65 -895 0
-1016 66 -895 0
-1016 67 -895 0
-1016 68 -895 1
-1016 69 -895 1
-1016 70 -895 1
-1016 71 -895 0
-1016 72 -895 0
-1015 64 -895 0
-1015 65 -895 0
-1015 66 -895 0
-1015 67 -895 0
-1015 68 -895 1
-1015 69 -895 1
-1015 70 -895 1
-1015 71 -895 0
-1015 72 -895 0
-1014 64 -895 0
-1014 65 -895 0
-1014 66 -895 0
-1014 67 -895 0
-1014 68 -895 1
-1014 69 -895 1
-1014 70 -895 1
-1014 71 -895 0
-1014 72 -895 0
-1013 64 -895 0
-1013 65 -895 0
-1013 66 -895 0
-1013 67 -895 0
-1013 68 -895 1
-1013 69 -895 1
-1013 70 -895 1
-1013 71 -895 0
-1013 72 -895 0
-1012 64 -895 0
-1012 65 -895 0
-1012 66 -895 0
-1012 67 -895 0
-1012 68 -895 1
-1012 69 -895 1
-1012 70 -895 1
-1012 71 -895 0
-1012 72 -895 0
-1011 64 -895 0
-1011 65 -895 0
-1011 66 -895 0
-1011 67 -895 0
-1011 68 -895 0
-1011 69 -895 1
-1011 70 -895 1
-1011 71 -895 0
-1011 72 -895 0
-1010 64 -895 0
-1010 65 -895 0
-1010 66 -895 0
-1010 67 -895 0
-1010 68 -895 0
-1010 69 -895 1
-1010 70 -895 1
-1010 71 -895 0
-1010 72 -895 0
-1009 64 -895 0
-1009 65 -895 0
-1009 66 -895 0
-1009 67 -895 0
-1009 68 -895 0
-1009 69 -895 0
-1009 70 -895 0
-1009 71 -895 0
-1009 72 -895 0
-1008 64 -895 0
-1008 65 -895 0
-1008 66 -895 0
-1008 67 -895 0
-1008 68 -895 0
-1008 69 -895 0
-1008 70 -895 0
-1008 71 -895 0
-1008 72 -895 0
-1020 64 -894 0
-1020 65 -894 0
-1020 66 -894 0
-1020 67 -894 0
-1020 68 -894 0
-1020 69 -894 0
-1020 70 -894 0
-1020 71 -894 0
-1020 72 -894 0
-1019 64 -894 0
-1019 65 -894 0
-1019 66 -894 0
-1019 67 -894 0
-1019 68 -894 0
-1019 69 -894 0
-1019 70 -894 0
-1019 71 -894 0
-1019 72 -894 0
-1018 64 -894 0
-1018 65 -894 0
-1018 66 -894 0
-1018 67 -894 0
-1018 68 -894 0
-1018 69 -894 0
-1018 70 -894 1
-1018 71 -894 0
-1018 72 -894 0
-1017 64 -894 0
-1017 65 -894 0
-1017 66 -894 0
-1017 67 -894 0
-1017 68 -894 0
-1017 69 -894 1
-1017 70 -894 1
-1017 71 -894 0
-1017 72 -894 0
-1016 64 -894 0
-1016 65 -894 0
-1016 66 -894 0
-1016 67 -894 0
-1016 68 -894 0
-1016 69 -894 1
-1016 70 -894 1
-1016 71 -894 0
-1016 72 -894 0
-1015 64 -894 0
-1015 65 -894 0
-1015 66 -894 0
-1015 67 -894 0
-1015 68 -894 0
-1015 69 -894 1
-1015 70 -894 1
-1015 71 -894 0
-1015 72 -894 0
-1014 64 -894 0
-1014 65 -894 0
-1014 66 -894 0
-1014 67 -894 0
-1014 68 -894 0
-1014 69 -894 1
-1014 70 -894 1
-1014 71 -894 0
-1014 72 -894 0
-1013 64 -894 0
-1013 65 -894 0
-1013 66 -894 0
-1013 67 -894 0
-1013 68 -894 0
-1013 69 -894 1
-1013 70 -894 1
-1013 71 -894 0
-1013 72 -894 0
-1012 64 -894 0
-1012 65 -894 0
-1012 66 -894 0
-1012 67 -894 0
-1012 68 -894 0
-1012 69 -894 1
-1012 70 -894 1
-1012 71 -894 0
-1012 72 -894 0
-1011 64 -894 0
-1011 65 -894 0
-1011 66 -894 0
-1011 67 -894 0
-1011 68 -894 0
-1011 69 -894 1
-1011 70 -894 1
-1011 71 -894 0
-1011 72 -894 0
-1010 64 -894 0
-1010 65 -894 0
-1010 66 -894 0
-1010 67 -894 0
-1010 68 -894 0
-1010 69 -894 0
-1010 70 -894 1
-1010 71 -894 0
-1010 72 -894 0
-1009 64 -894 0
-1009 65 -894 0
-1009 66 -894 0
-1009 67 -894 0
-1009 68 -894 0
-1009 69 -894 0
-1009 70 -894 0
-1009 71 -894 0
-1009 72 -894 0
-1008 64 -894 0
-1008 65 -894 0
-1008 66 -894 0
-1008 67 -894 0
-1008 68 -894 0
-1008 69 -894 0
-1008 70 -894 0
-1008 71 -894 0
-1008 72 -894 0
-1020 64 -893 0
-1020 65 -893 0
-1020 66 -893 0
-1020 67 -893 0
-1020 68 -893 0
-1020 69 -893 0
-1020 70 -893 0
-1020 71 -893 0
-1020 72 -893 0
-1019 64 -893 0
-1019 65 -893 0
-1019 66 -893 0
-1019 67 -893 0
-1019 68 -893 0
-1019 69 -893 0
-1019 70 -893 0
-1019 71 -893 0
-1019 72 -893 0
-1018 64 -893 0
-1018 65 -893 0
-1018 66 -893 0
-1018 67 -893 0
-1018 68 -893 0
-1018 69 -893 0
-1018 70 -893 0
-1018 71 -893 0
-1018 72 -893 0
-1017 64 -893 0
-1017 65 -893 0
-1017 66 -893 0
-1017 67 -893 0
-1017 68 -893 0
-1017 69 -893 0
-1017 70 -893 1
-1017 71 -893 0
-1017 72 -893 0
-1016 64 -893 0
-1016 65 -893 0
-1016 66 -893 0
-1016 67 -893 0
-1016 68 -893 0
-1016 69 -893 1
-1016 70 -893 1
-1016 71 -893 0
-1016 72 -893 0
-1015 64 -893 0
-1015 65 -893 0
-1015 66 -893 0
-1015 67 -893 0
-1015 68 -893 0
-1015 69 -893 1
-1015 70 -893 1
-1015 71 -893 0
-1015 72 -893 0
-1014 64 -893 0
-1014 65 -893 0
-1014 66 -893 0
-1014 67 -893 0
-1014 68 -893 0
-1014 69 -893 1
-1014 70 -893 1
-1014 71 -893 0
-1014 72 -893 0
-1013 64 -893 0
-1013 65 -893 0
-1013 66 -893 0
-1013 67 -893 0
-1013 68 -893 0
-1013 69 -893 1
-1013 70 -893 1
-1013 71 -893 0
-1013 72 -893 0
-1012 64 -893 0
-1012 65 -893 0
-1012 66 -893 0
-1012 67 -893 0
-1012 68 -893 0
-1012 69 -893 1
-1012 70 -893 1
-1012 71 -893 0
-1012 72 -893 0
-1011 64 -893 0
-1011 65 -893 0
-1011 66 -893 0
-1011 67 -893 0
-1011 68 -893 0
-1011 69 -893 0
-1011 70 -893 1
-1011 71 -893 0
-1011 72 -893 0
-1010 64 -893 0
